packet_number,timestamp,elapsed_seconds,interval_ms,Xg,Yg,Zg,Xdeg,Ydeg,Zdeg,acceleration_magnitude_g,gyroscope_magnitude_dps,raw_payload
117,2026-07-27T13:57:32.969,5.191813,0.171700,0.8000,0.0900,-0.4300,-15.6200,-112.1800,137.0800,0.912688,177.818062,"0.80,0.09,-0.43,-15.62,-112.18,137.08"
118,2026-07-27T13:57:32.969,5.191931,0.118800,0.7200,0.0600,-0.3900,-58.0400,-18.3700,33.6300,0.821036,69.549086,"0.72,0.06,-0.39,-58.04,-18.37,33.63"
119,2026-07-27T13:57:32.969,5.192054,0.122300,0.6900,-0.0100,-0.5000,-75.3200,64.8200,-59.8100,0.852174,115.982632,"0.69,-0.01,-0.50,-75.32,64.82,-59.81"
120,2026-07-27T13:57:33.154,5.376831,184.776900,0.6800,-0.1500,-0.7300,-84.1700,141.1700,-132.1400,1.008861,210.889870,"0.68,-0.15,-0.73,-84.17,141.17,-132.14"
121,2026-07-27T13:57:33.154,5.377000,0.169800,0.5400,-0.3400,-1.1800,-96.0700,219.1800,-191.7100,1.341492,306.630138,"0.54,-0.34,-1.18,-96.07,219.18,-191.71"
122,2026-07-27T13:57:33.154,5.377137,0.136300,0.2400,-0.5200,-1.6700,-109.0700,287.3500,-228.8800,1.765474,383.213181,"0.24,-0.52,-1.67,-109.07,287.35,-228.88"
123,2026-07-27T13:57:33.155,5.377394,0.257700,0.0700,-0.5700,-1.8500,-107.8500,318.4200,-219.2400,1.937085,401.359062,"0.07,-0.57,-1.85,-107.85,318.42,-219.24"
124,2026-07-27T13:57:33.155,5.377556,0.161200,0.1100,-0.3600,-1.8100,-79.1600,316.9600,-152.1600,1.848729,360.392304,"0.11,-0.36,-1.81,-79.16,316.96,-152.16"
125,2026-07-27T13:57:33.217,5.440132,62.576000,0.1400,0.0200,-1.7600,-39.0600,302.9800,-41.1400,1.765673,308.245136,"0.14,0.02,-1.76,-39.06,302.98,-41.14"
126,2026-07-27T13:57:33.330,5.553093,112.961800,0.0800,0.2900,-1.6800,-20.9400,273.7400,68.6600,1.706722,282.995171,"0.08,0.29,-1.68,-20.94,273.74,68.66"
